"";"DDN";"Localidad";"Provincia";"pagina"
"838";2314;"RECALDE";"BUENOS AIRES";17
"839";2314;"URDAMPILLETA";"BUENOS AIRES";17
"840";2316;"ARBOLEDAS";"BUENOS AIRES";17
"841";2316;"DAIREAUX";"BUENOS AIRES";17
"842";2317;"12 DE OCTUBRE";"BUENOS AIRES";17
"843";2317;"9 DE JULIO (PROV.  BUENOS AIRES)";"BUENOS AIRES";17
"844";2317;"CARLOS MARIA NAON";"BUENOS AIRES";18
"845";2317;"DENNEHY";"BUENOS AIRES";18
"846";2317;"DUDIGNAC";"BUENOS AIRES";18
"847";2317;"FRENCH";"BUENOS AIRES";18
"848";2317;"LA NIÑA";"BUENOS AIRES";18
"849";2317;"MOREA";"BUENOS AIRES";18
"850";2317;"NORUMBEGA";"BUENOS AIRES";18
"851";2317;"PATRICIOS";"BUENOS AIRES";18
"852";2317;"QUIROGA";"BUENOS AIRES";18
"853";2317;"TROPEZON";"BUENOS AIRES";18
"854";2320;"DEL VISO";"BUENOS AIRES";19
"855";2320;"GRAND BOURG";"BUENOS AIRES";19
"856";2320;"JOSE C. PAZ";"BUENOS AIRES";19
"857";2320;"TORTUGUITAS";"BUENOS AIRES";19
"858";2323;"BRAHMA";"BUENOS AIRES";19
"859";2323;"CAPILLA DEL SEÑOR";"BUENOS AIRES";19
"860";2323;"CARLOS KEEN";"BUENOS AIRES";19
"861";2323;"FLANDRIA";"BUENOS AIRES";19
"862";2323;"LUJAN (PROV.  BUENOS AIRES)";"BUENOS AIRES";19
"863";2323;"OLIVERA";"BUENOS AIRES";19
"864";2323;"OPEN DOOR";"BUENOS AIRES";20
"865";2323;"PARADA ROBLES";"BUENOS AIRES";20
"866";2323;"TORRES";"BUENOS AIRES";20
"867";2323;"VILLA RUIZ";"BUENOS AIRES";20
"868";2324;"CASTILLA";"BUENOS AIRES";20
"869";2324;"GENERAL RIVAS";"BUENOS AIRES";20
"870";2324;"MERCEDES (PROV.  BUENOS AIRES)";"BUENOS AIRES";20
"871";2324;"SUIPACHA";"BUENOS AIRES";20
"872";2325;"AZCUENAGA";"BUENOS AIRES";20
"873";2325;"CUCULLU";"BUENOS AIRES";20
"874";2325;"SAN ANDRES DE GILES";"BUENOS AIRES";21
"875";2326;"DUGGAN";"BUENOS AIRES";21
"876";2326;"SAN ANTONIO DE ARECO";"BUENOS AIRES";21
"877";2326;"SOLIS";"BUENOS AIRES";21
"878";2326;"VILLA LIA";"BUENOS AIRES";21
"879";2331;"ADOLFO VAN PRAET";"LA PAMPA";21
"880";2331;"CHAMAICO";"LA PAMPA";21
"881";2331;"CORONEL HILARIO LAGOS";"LA PAMPA";21
"882";2331;"DAMIAN MAISONAVE";"LA PAMPA";21
"883";2331;"FALUCHO";"LA PAMPA";21
"884";2331;"PARERA (PROV.  LA PAMPA)";"LA PAMPA";22
"885";2331;"QUETREQUEN";"LA PAMPA";22
"886";2331;"RANCUL";"LA PAMPA";22
"887";2331;"REALICO";"LA PAMPA";22
"888";2333;"COLONIA BARON";"LA PAMPA";22
"889";2333;"MAURICIO MAYER";"LA PAMPA";22
"890";2333;"MIGUEL CANE";"LA PAMPA";22
"891";2333;"QUEMU QUEMU";"LA PAMPA";22
"892";2333;"VILLA MIRASOL";"LA PAMPA";22
"893";2333;"WINIFREDA";"LA PAMPA";22
"894";2334;"CONHELLO";"LA PAMPA";23
"895";2334;"EDUARDO CASTEX";"LA PAMPA";23
"896";2334;"MONTE NIEVAS";"LA PAMPA";23
"897";2335;"ARATA";"LA PAMPA";23
"898";2335;"CALEUFU";"LA PAMPA";23
"899";2335;"EMBAJADOR MARTINI";"LA PAMPA";23
"900";2335;"INGENIERO LUIGGI";"LA PAMPA";23
"901";2335;"LA MARUJA";"LA PAMPA";23
"902";2335;"PARAJE LOS HORNOS";"LA PAMPA";23
"903";2335;"PICHI HUINCA";"LA PAMPA";23
"904";2336;"HUINCA RENANCO";"CORDOBA";24
"905";2336;"PINCEN";"CORDOBA";24
"906";2336;"VILLA HUIDOBRO";"CORDOBA";24
"907";2337;"AMERICA";"BUENOS AIRES";24
"908";2337;"FORTIN OLAVARRIA";"BUENOS AIRES";24
"909";2337;"ROOSEVELT";"BUENOS AIRES";24
"910";2337;"SANSINENA";"BUENOS AIRES";24
"911";2338;"ALGARROBO DEL AGUILA";"LA PAMPA";24
"912";2338;"CARRO QUEMADO";"LA PAMPA";24
"913";2338;"EL DURAZNO (PROV.  LA PAMPA)";"LA PAMPA";24
"914";2338;"JAGUEL DEL MONTE";"LA PAMPA";25
"915";2338;"LA HUMADA";"LA PAMPA";25
"916";2338;"LA REFORMA";"LA PAMPA";25
"917";2338;"LUAN TORO";"LA PAMPA";25
"918";2338;"PUELEN";"LA PAMPA";25
"919";2338;"SANTA ISABEL (PROV.  LA PAMPA)";"LA PAMPA";25
"920";2338;"TELEN";"LA PAMPA";25
"921";2338;"VICTORICA";"LA PAMPA";25
"922";2342;"BRAGADO";"BUENOS AIRES";25
"923";2342;"COMODORO PY";"BUENOS AIRES";25
"924";2342;"MECHITA";"BUENOS AIRES";26
"925";2342;"O' BRIEN";"BUENOS AIRES";26
"926";2342;"WARNES";"BUENOS AIRES";26
"927";2343;"ELVIRA";"BUENOS AIRES";26
"928";2343;"ERNESTINA";"BUENOS AIRES";26
"929";2343;"NORBERTO DE LA RIESTRA";"BUENOS AIRES";26
"930";2343;"PEDERNALES";"BUENOS AIRES";26
"931";2344;"ALVAREZ DE TOLEDO";"BUENOS AIRES";26
"932";2344;"CAZON";"BUENOS AIRES";26
"933";2344;"DEL CARRIL";"BUENOS AIRES";26
"934";2344;"GENERAL ALVEAR (PROV.  BUENOS AIRES)";"BUENOS AIRES";27
"935";2344;"POLVAREDAS (PROV.  BUENOS AIRES)";"BUENOS AIRES";27
"936";2344;"SALADILLO (PROV.  BUENOS AIRES)";"BUENOS AIRES";27
"937";2345;"25 DE MAYO (PROV.  BUENOS AIRES)";"BUENOS AIRES";27
"938";2345;"MOSCONI";"BUENOS AIRES";27
"939";2345;"PUEBLO DEL VALLE";"BUENOS AIRES";27
"940";2345;"SAN ENRIQUE";"BUENOS AIRES";27
"941";2345;"VALDES";"BUENOS AIRES";27
"942";2346;"ALBERTI";"BUENOS AIRES";27
"943";2346;"BENITEZ";"BUENOS AIRES";27
"944";2346;"CHIVILCOY";"BUENOS AIRES";28
"945";2346;"CORONEL MOM";"BUENOS AIRES";28
"946";2346;"GOBERNADOR UGARTE";"BUENOS AIRES";28
"947";2346;"GOROSTIAGA";"BUENOS AIRES";28
"948";2346;"LA RICA";"BUENOS AIRES";28
"949";2346;"MOQUEHUA";"BUENOS AIRES";28
"950";2346;"PALEMON HUERGO";"BUENOS AIRES";28
"951";2346;"PLA";"BUENOS AIRES";28
"952";2346;"RAMON BIAUS";"BUENOS AIRES";28
"953";2346;"SAN SEBASTIAN";"BUENOS AIRES";28
"954";2352;"CHACABUCO";"BUENOS AIRES";29
"955";2352;"CUCHA CUCHA";"BUENOS AIRES";29
"956";2352;"IRALA";"BUENOS AIRES";29
"957";2352;"RAWSON (PROV.  BUENOS AIRES)";"BUENOS AIRES";29
"958";2353;"ARRIBEÑOS";"BUENOS AIRES";29
"959";2353;"ASCENCION";"BUENOS AIRES";29
"960";2353;"FERRE";"BUENOS AIRES";29
"961";2353;"FORTIN TIBURCIO";"BUENOS AIRES";29
"962";2353;"GENERAL ARENALES";"BUENOS AIRES";29
"963";2353;"LA ANGELITA";"BUENOS AIRES";29
"964";2354;"EL DORADO";"BUENOS AIRES";30
"965";2354;"IRIARTE";"BUENOS AIRES";30
"966";2354;"JUAN B. ALBERDI";"BUENOS AIRES";30
"967";2354;"VEDIA";"BUENOS AIRES";30
"968";2355;"ARENAZA";"BUENOS AIRES";30
"969";2355;"BAYAUCA";"BUENOS AIRES";30
"970";2355;"EL TRIUNFO";"BUENOS AIRES";30
"971";2355;"LAS TOSCAS (PROV.  BUENOS AIRES)";"BUENOS AIRES";30
"972";2355;"LINCOLN";"BUENOS AIRES";30
"973";2355;"MARTINEZ DE HOZ";"BUENOS AIRES";30
"974";2355;"PASTEUR";"BUENOS AIRES";31
"975";2355;"ROBERTS";"BUENOS AIRES";31
"976";2356;"CORONEL GRANADA";"BUENOS AIRES";31
"977";2356;"GENERAL PINTO";"BUENOS AIRES";31
"978";2356;"GERMANIA";"BUENOS AIRES";31
"979";2357;"CARLOS SALAS";"BUENOS AIRES";31
"980";2357;"CARLOS TEJEDOR";"BUENOS AIRES";31
"981";2357;"COLONIA SERE";"BUENOS AIRES";31
"982";2357;"CURARU";"BUENOS AIRES";31
"983";2357;"TIMOTE";"BUENOS AIRES";31
"984";2358;"LOS TOLDOS (PROV.  BUENOS AIRES)";"BUENOS AIRES";32
"985";2358;"ZAVALIA";"BUENOS AIRES";32
"986";2392;"30 DE AGOSTO";"BUENOS AIRES";33
"987";2392;"BERUTTI";"BUENOS AIRES";33
"988";2392;"PELLEGRINI";"BUENOS AIRES";33
"989";2392;"TRENQUE LAUQUEN";"BUENOS AIRES";33
"990";2393;"SALAZAR";"BUENOS AIRES";33
"991";2394;"INGENIERO THOMSON";"BUENOS AIRES";33
"992";2394;"QUENUMA";"BUENOS AIRES";34
"993";2394;"SALLIQUELO";"BUENOS AIRES";34
"994";2394;"TRES LOMAS";"BUENOS AIRES";34
"995";2395;"BELLOCQ";"BUENOS AIRES";34
"996";2395;"CADRET";"BUENOS AIRES";34
"997";2395;"CARLOS CASARES";"BUENOS AIRES";34
"998";2395;"MAURICIO HIRSCH";"BUENOS AIRES";34
"999";2395;"MOCTEZUMA";"BUENOS AIRES";34
"1000";2395;"SANTO TOMAS (PROV. BUENOS AIRES";"BUENOS AIRES";34
"1001";2395;"SMITH";"BUENOS AIRES";34
"1002";2396;"CHICLANA";"BUENOS AIRES";35
"1003";2396;"FRANCISCO MADERO";"BUENOS AIRES";35
"1004";2396;"GUANACO";"BUENOS AIRES";35
"1005";2396;"JUAN JOSE PASO";"BUENOS AIRES";35
"1006";2396;"MAGDALA";"BUENOS AIRES";35
"1007";2396;"MONES CAZON";"BUENOS AIRES";35
"1008";2396;"NUEVA PLATA";"BUENOS AIRES";35
"1009";2396;"PEHUAJO";"BUENOS AIRES";35
"1010";2473;"COLON (PROV.  BUENOS AIRES)";"BUENOS AIRES";35
"1011";2473;"EL ARBOLITO";"BUENOS AIRES";35
"1012";2473;"HUGHES";"SANTA FE";36
"1013";2473;"JUNCAL";"BUENOS AIRES";36
"1014";2473;"WHEELWRIGHT";"SANTA FE";36
"1015";2474;"GAHAN";"BUENOS AIRES";36
"1016";2474;"INES INDART";"BUENOS AIRES";36
"1017";2474;"SALTO";"BUENOS AIRES";36
"1018";2475;"CARABELAS";"BUENOS AIRES";36
"1019";2475;"RAFAEL OBLIGADO";"BUENOS AIRES";36
"1020";2475;"ROJAS";"BUENOS AIRES";36
"1021";2477;"ACEVEDO";"BUENOS AIRES";36
"1022";2477;"ARROYO DULCE";"BUENOS AIRES";37
"1023";2477;"EL SOCORRO";"BUENOS AIRES";37
"1024";2477;"FONTEZUELA";"BUENOS AIRES";37
"1025";2477;"GENERAL GELLY (PROV.  SANTA FE)";"SANTA FE";38
"1026";2477;"GUERRICO";"BUENOS AIRES";37
"1027";2477;"JUAN DE LA PEÑA";"BUENOS AIRES";37
"1028";2477;"M. H. ALFONZO";"BUENOS AIRES";37
"1029";2477;"MANUEL OCAMPO";"BUENOS AIRES";37
"1030";2477;"MARIANO BENITEZ";"BUENOS AIRES";37
"1031";2477;"PEARSON";"BUENOS AIRES";37
"1032";2477;"PERGAMINO";"BUENOS AIRES";37
"1033";2477;"PINZON";"BUENOS AIRES";38
"1034";2477;"RANCAGUA";"BUENOS AIRES";38
"1035";2477;"URQUIZA";"BUENOS AIRES";38
"1036";2478;"ARRECIFES";"BUENOS AIRES";38
"1037";2478;"CAPITAN SARMIENTO";"BUENOS AIRES";38
"1038";2478;"ESTACION VIÑA";"BUENOS AIRES";38
"1039";2478;"TODD";"BUENOS AIRES";38
"1040";2622;"COLONIA LAS ROSAS";"MENDOZA";44
"1041";2622;"CORDON DEL PLATA";"MENDOZA";44
"1042";2622;"EL ZAMPAL";"MENDOZA";44
"1043";2622;"EUGENIO BUSTOS";"MENDOZA";44
"1044";2622;"LA CONSULTA";"MENDOZA";45
"1045";2622;"LOS SAUCES";"MENDOZA";45
"1046";2622;"PAREDITAS";"MENDOZA";45
"1047";2622;"SAN PABLO (PROV. MENDOZA)";"MENDOZA";45
"1048";2622;"TUNUYAN";"MENDOZA";45
"1049";2622;"TUPUNGATO";"MENDOZA";45
"1050";2622;"VISTA FLORES";"MENDOZA";45
"1051";2622;"ZAPATA";"MENDOZA";45
"1052";2624;"CACHEUTA";"MENDOZA";45
"1053";2624;"LAS CARDITAS";"MENDOZA";45
"1054";2624;"LAS CUEVAS (PROV.  MENDOZA)";"MENDOZA";46
"1055";2624;"LAS VEGAS";"MENDOZA";46
"1056";2624;"LOS HORCONES";"MENDOZA";46
"1057";2624;"LOS PENITENTES";"MENDOZA";46
"1058";2624;"PLAZA DE MULAS";"MENDOZA";46
"1059";2624;"POLVAREDAS (PROV.  MENDOZA)";"MENDOZA";46
"1060";2624;"POTRERILLOS";"MENDOZA";46
"1061";2624;"PUENTE DEL INCA";"MENDOZA";46
"1062";2624;"PUNTA DE VACAS";"MENDOZA";46
"1063";2624;"USPALLATA";"MENDOZA";46
"1064";2625;"BOWEN";"MENDOZA";47
"1065";2625;"CALLE LARGA";"MENDOZA";47
"1066";2625;"CANALEJAS";"MENDOZA";47
"1067";2625;"CARMENSA";"MENDOZA";47
"1068";2625;"COCHICO  (PROV. MENDOZA)";"MENDOZA";47
"1069";2625;"GENERAL ALVEAR (PROV.  MENDOZA)";"MENDOZA";47
"1070";2625;"JAIME PRATS";"MENDOZA";47
"1071";2625;"REAL DEL PADRE";"MENDOZA";47
"1072";2625;"VILLA  ATUEL NORTE";"MENDOZA";47
"1073";2625;"VILLA ATUEL";"MENDOZA";47
"1074";2626;"ARROYITO (PROV.  MENDOZA)";"MENDOZA";48
"1075";2626;"DESAGUADERO";"MENDOZA";48
"1076";2626;"LA PAZ (PROV.  MENDOZA)";"MENDOZA";48
"1077";2646;"ASTICA";"SAN JUAN";54
"1078";2646;"BALDE DEL ROSARIO";"SAN JUAN";54
"1079";2646;"CHUCUMA";"SAN JUAN";54
"1080";2646;"ISCHIGUALASTO";"SAN JUAN";54
"1081";2646;"LA MAJADITA";"SAN JUAN";54
"1082";2646;"SAN AGUSTIN DEL VALLE FERTIL";"SAN JUAN";54
"1083";2646;"USNO";"SAN JUAN";54
"1084";2647;"COLANGÜIL";"SAN JUAN";54
"1085";2647;"ENTRE RIOS";"SAN JUAN";54
"1086";2647;"GRAN CHINA";"SAN JUAN";54
"1087";2647;"HUACO";"SAN JUAN";55
"1088";2647;"HUERTA DE HUACHI";"SAN JUAN";55
"1089";2647;"IGLESIA";"SAN JUAN";55
"1090";2647;"JACHAL";"SAN JUAN";55
"1091";2647;"LA CIENAGA (PROV. SAN JUAN, DTO. JACHAL)";"SAN JUAN";55
"1092";2647;"LAS FLORES (PROV.  SAN JUAN)";"SAN JUAN";55
"1093";2647;"MOGNA";"SAN JUAN";55
"1094";2647;"NIQUIVIL";"SAN JUAN";55
"1095";2647;"RODEO";"SAN JUAN";55
"1096";2647;"SAN ROQUE  (PROV.  SAN JUAN)";"SAN JUAN";55
"1097";2647;"TAMBERIAS";"SAN JUAN";56
"1098";2647;"TUDCUM";"SAN JUAN";56
"1099";2647;"VILLA MERCEDES (PROV. SAN JUAN)";"SAN JUAN";56
"1100";2648;"BARREAL";"SAN JUAN";56
"1101";2648;"CALINGASTA";"SAN JUAN";56
"1102";2648;"COLON (PROV. SAN JUAN)";"SAN JUAN";56
"1103";2648;"HILARIO";"SAN JUAN";56
"1104";2648;"TAMBERIA";"SAN JUAN";56
"1105";2651;"CANDELARIA (PROV.  SAN LUIS)";"SAN LUIS";56
"1106";2651;"CAROLINA";"SAN LUIS";56
"1107";2651;"HIPOLITO YRIGOYEN (PROV.  SAN LUIS)";"SAN LUIS";57
"1108";2651;"LA BOTIJA";"SAN LUIS";57
"1109";2651;"LA CALERA (PROV.  SAN LUIS)";"SAN LUIS";57
"1110";2651;"LA CHAÑARIENTA";"SAN LUIS";57
"1111";2651;"LA MAJADA (PROV. SAN LUIS)";"SAN LUIS";57
"1112";2651;"LUJAN (PROV.  SAN LUIS)";"SAN LUIS";57
"1113";2651;"PARQUE NACIONAL SIERRA DE LAS QUIJADAS";"SAN LUIS";57
"1114";2651;"POZO DEL TALA";"SAN LUIS";57
"1115";2651;"QUINES";"SAN LUIS";57
"1116";2651;"SAN FRANCISCO DEL MONTE DE ORO";"SAN LUIS";57
"1117";2655;"JUAN LLERENA";"SAN LUIS";58
"1118";2655;"LA PUNILLA";"SAN LUIS";58
"1119";2655;"LA TOMA";"SAN LUIS";58
"1120";2655;"PASO GRANDE";"SAN LUIS";58
"1121";2655;"SAN JOSE DEL MORRO";"SAN LUIS";58
"1122";2656;"CARPINTERIA (PROV. SAN LUIS, DTO. JUNIN)";"SAN LUIS";58
"1123";2656;"CONCARAN";"SAN LUIS";58
"1124";2656;"CORTADERAS";"SAN LUIS";58
"1125";2656;"LAFINUR";"SAN LUIS";58
"1126";2656;"LOS MOLLES (PROV.  SAN LUIS)";"SAN LUIS";58
"1127";2656;"MERLO (PROV.  SAN LUIS)";"SAN LUIS";59
"1128";2656;"NASCHEL";"SAN LUIS";59
"1129";2656;"PAPAGALLOS";"SAN LUIS";59
"1130";2656;"PUNTA DEL AGUA (PROV. SAN LUIS)";"SAN LUIS";59
"1131";2656;"SAN MARTIN (PROV.  SAN LUIS)";"SAN LUIS";59
"1132";2656;"SANTA ROSA DEL CONLARA";"SAN LUIS";59
"1133";2656;"TILISARAO";"SAN LUIS";59
"1134";2656;"VILLA DE PRAGA";"SAN LUIS";59
"1135";2656;"VILLA DEL CARMEN";"SAN LUIS";59
"1136";2656;"VILLA LARCA";"SAN LUIS";59
"1137";2657;"FRAGA";"SAN LUIS";60
"1138";2657;"JUAN JORBA";"SAN LUIS";60
"1139";2657;"JUSTO DARACT";"SAN LUIS";60
"1140";2657;"LAVAISSE";"SAN LUIS";60
"1141";2657;"MERCEDES (PROV.  SAN LUIS)";"SAN LUIS";60
"1142";2657;"RIO QUINTO";"SAN LUIS";60
"1143";2657;"VILLA SALLES";"SAN LUIS";60
"1144";2658;"ANCHORENA";"SAN LUIS";60
"1145";2658;"ARIZONA";"SAN LUIS";60
"1146";2658;"BAGUAL";"SAN LUIS";60
"1147";2658;"BATAVIA";"SAN LUIS";61
"1148";2658;"BUENA ESPERANZA";"SAN LUIS";61
"1149";2658;"FORTIN EL PATRIA";"SAN LUIS";61
"1150";2658;"FORTUNA";"SAN LUIS";61
"1151";2658;"LA MAROMA";"SAN LUIS";61
"1152";2658;"LA VERDE (PROV.  SAN LUIS)";"SAN LUIS";61
"1153";2658;"LOS OVEROS";"SAN LUIS";61
"1154";2658;"MARTIN DE LOYOLA";"SAN LUIS";61
"1155";2658;"NAHUEL MAPA";"SAN LUIS";61
"1156";2658;"NAVIA";"SAN LUIS";61
"1157";2658;"NUEVA GALIA";"SAN LUIS";62
"1158";2658;"UNION";"SAN LUIS";62
"1159";2901;"LAS COTORRAS";"TIERRA DEL FUEGO";65
"1160";2901;"TOLHUIN";"TIERRA DEL FUEGO";65
"1161";2901;"USHUAIA";"TIERRA DEL FUEGO";65
"1162";2902;"28 DE NOVIEMBRE";"SANTA CRUZ";66
"1163";2902;"CANCHA CARRERA";"SANTA CRUZ";66
"1164";2902;"EL CALAFATE";"SANTA CRUZ";66
"1165";2902;"ESPERANZA (PROV.  SANTA CRUZ)";"SANTA CRUZ";66
"1166";2902;"FUENTES DEL COYLE";"SANTA CRUZ";66
"1167";2902;"JULIA DUFAUR";"SANTA CRUZ";66
"1168";2902;"LAGO ROCA";"SANTA CRUZ";66
"1169";2902;"PUNTA BANDERA";"SANTA CRUZ";66
"1170";2902;"RIO TURBIO";"SANTA CRUZ";66
"1171";2902;"ROSPENTEK";"SANTA CRUZ";66
"1172";2902;"VENTISQUERO PERITO MORENO";"SANTA CRUZ";67
"1173";2903;"ALDEA BELEIRO";"CHUBUT";67
"1174";2903;"COIHAIQUE";"CHUBUT";67
"1175";2903;"DOCTOR RICARDO ROJAS";"CHUBUT";67
"1176";2903;"FACUNDO";"CHUBUT";67
"1177";2903;"LAGO BLANCO";"CHUBUT";67
"1178";2903;"LAGO FONTANA";"CHUBUT";67
"1179";2903;"PASO HUEMULES";"CHUBUT";67
"1180";2903;"PASTOS BLANCOS";"CHUBUT";67
"1181";2903;"RIO MAYO";"CHUBUT";67
"1182";2920;"BAHIA SAN BLAS";"RIO NEGRO";69
"1183";2920;"BALNEARIO EL CONDOR";"RIO NEGRO";69
"1184";2920;"GUARDIA MITRE";"RIO NEGRO";69
"1185";2920;"SAN JAVIER (PROV.  RIO NEGRO)";"RIO NEGRO";69
"1186";2920;"STROEDER";"RIO NEGRO";69
"1187";2920;"VIEDMA";"RIO NEGRO";69
"1188";2921;"BALNEARIO PEHUEN CO";"BUENOS AIRES";69
"1189";2921;"CORONEL DORREGO";"BUENOS AIRES";69
"1190";2921;"EL PERDIDO";"BUENOS AIRES";69
"1191";2921;"MONTE HERMOSO";"BUENOS AIRES";70
"1192";2921;"SAN ROMAN";"BUENOS AIRES";70
"1193";2922;"CORONEL PRINGLES";"BUENOS AIRES";70
"1194";2923;"ARROYO CORTO";"BUENOS AIRES";70
"1195";2923;"DUFAUR";"BUENOS AIRES";70
"1196";2923;"ESPARTILLAR";"BUENOS AIRES";70
"1197";2923;"GOYENA";"BUENOS AIRES";70
"1198";2923;"PIGÜE";"BUENOS AIRES";70
"1199";2923;"PUAN";"BUENOS AIRES";70
"1200";2923;"SAAVEDRA";"BUENOS AIRES";70
"1201";2924;"17 DE AGOSTO";"BUENOS AIRES";71
"1202";2924;"BORDENAVE";"BUENOS AIRES";71
"1203";2924;"DARREGUEIRA";"BUENOS AIRES";71
"1204";2924;"ESTEBAN AGUSTIN GASCON";"BUENOS AIRES";71
"1205";2924;"GUATRACHE";"BUENOS AIRES";71
"1206";2924;"SAN MIGUEL ARCANGEL";"BUENOS AIRES";71
"1207";2924;"SANTA TERESA (PROV.  LA PAMPA)";"LA PAMPA";71
"1208";2925;"BERNASCONI";"BUENOS AIRES";71
"1209";2925;"FELIPE SOLA";"BUENOS AIRES";71
"1210";2925;"GENERAL SAN MARTIN (PROV. BUENOS AIRES)";"BUENOS AIRES";71
"1211";2925;"JACINTO ARAUZ";"BUENOS AIRES";72
"1212";2925;"SAN GERMAN";"BUENOS AIRES";72
"1213";2925;"VILLA IRIS";"BUENOS AIRES";72
"1214";2926;"CORONEL SUAREZ";"BUENOS AIRES";72
"1215";2926;"SANTA MARIA (PROV.  BUENOS AIRES)";"BUENOS AIRES";72
"1216";2927;"ALGARROBO";"BUENOS AIRES";72
"1217";2927;"ARGERICH";"BUENOS AIRES";72
"1218";2927;"MEDANOS (PROV.  BUENOS AIRES)";"BUENOS AIRES";72
"1219";2928;"HILARIO ASCASUBI";"BUENOS AIRES";72
"1220";2928;"JUAN A. PRADERE";"BUENOS AIRES";72
"1221";2928;"PEDRO LURO";"BUENOS AIRES";73
"1222";2928;"VILLALONGA";"BUENOS AIRES";73
"1223";2929;"BONIFACIO";"BUENOS AIRES";73
"1224";2929;"CASBAS";"BUENOS AIRES";73
"1225";2929;"GARRE";"BUENOS AIRES";73
"1226";2929;"GUAMINI";"BUENOS AIRES";73
"1227";2931;"GENERAL CONESA (PROV.  RIO NEGRO)";"RIO NEGRO";73
"1228";2931;"RIO COLORADO (PROV. RIO NEGRO)";"RIO NEGRO";73
"1229";2932;"BAJO HONDO";"BUENOS AIRES";73
"1230";2932;"PUERTO BELGRANO";"BUENOS AIRES";73
"1231";2932;"PUNTA ALTA";"BUENOS AIRES";74
"1232";2933;"HUANGUELEN SUR";"BUENOS AIRES";74
"1233";2934;"ARROYO DE LA VENTANA";"RIO NEGRO";74
"1234";2934;"ARROYO LOS BERROS";"RIO NEGRO";74
"1235";2934;"BAJO DE SANTA ROSA";"RIO NEGRO";74
"1236";2934;"BALNEARIO LAS GRUTAS";"RIO NEGRO";74
"1237";2934;"COLONIA AGRICOLA CHANQUIN (PROV.  RIO NEGRO, DTO. VALCHETA)";"RIO NEGRO";74
"1238";2934;"CONA NIYEU";"RIO NEGRO";74
"1239";2934;"MINISTRO RAMOS MEXIA";"RIO NEGRO";74
"1240";2934;"PUERTO SAN ANTONIO ESTE";"RIO NEGRO";74
"1241";2934;"SAN ANTONIO OESTE";"RIO NEGRO";75
"1242";2934;"SIERRA GRANDE";"RIO NEGRO";75
"1243";2934;"SIERRA PAILEMAN";"RIO NEGRO";75
"1244";2934;"TRENETA";"RIO NEGRO";75
"1245";2934;"VALCHETA";"RIO NEGRO";75
"1246";2934;"YAMINUE";"RIO NEGRO";75
"1247";2935;"RIVERA";"BUENOS AIRES";75
"1248";2935;"VILLA MAZA";"BUENOS AIRES";75
"1249";2936;"CARHUE";"BUENOS AIRES";75
"1250";2936;"ERIZE";"BUENOS AIRES";75
"1251";2940;"COLAN CONHUE (PROV.  RIO NEGRO)";"RIO NEGRO";77
"1252";2940;"COMALLO";"RIO NEGRO";77
"1253";2940;"COMICO";"RIO NEGRO";77
"1254";2940;"EL CAIN";"RIO NEGRO";77
"1255";2940;"INGENIERO JACOBACCI";"RIO NEGRO";78
"1256";2940;"LAGUNA BLANCA (PROV. RIO NEGRO)";"RIO NEGRO";78
"1257";2940;"LOS MENUCOS (PROV.  RIO NEGRO)";"RIO NEGRO";78
"1258";2940;"MAMUEL CHOIQUE";"RIO NEGRO";78
"1259";2940;"MAQUINCHAO";"RIO NEGRO";78
"1260";2940;"MENCUE";"RIO NEGRO";78
"1261";2940;"OJOS DE AGUA";"RIO NEGRO";78
"1262";2940;"PILQUINIYEU DEL LIMAY";"RIO NEGRO";78
"1263";2940;"PRAHUANIYEU";"RIO NEGRO";78
"1264";2940;"SIERRA COLORADA";"RIO NEGRO";78
"1265";2942;"ALUMINE";"NEUQUEN";79
"1266";2942;"BAJADA DEL AGRIO";"NEUQUEN";79
"1267";2942;"CHACAICO SUR";"NEUQUEN";79
"1268";2942;"COVUNCO ABAJO";"NEUQUEN";79
"1269";2942;"LAS COLORADAS";"NEUQUEN";79
"1270";2942;"LAS LAJAS (PROV. NEUQUEN)";"NEUQUEN";79
"1271";2942;"LOS ALAZANES";"NEUQUEN";79
"1272";2942;"MARIANO MORENO";"NEUQUEN";79
"1273";2942;"PARAJE PILMATUHE (PROV. NEUQUEN, DTO. LONCOPUE)";"NEUQUEN";79
"1274";2942;"PASO AGUERRE";"NEUQUEN";79
"1275";2942;"PICUN LEUFU";"NEUQUEN";80
"1276";2942;"PIEDRA DEL AGUILA";"NEUQUEN";80
"1277";2942;"PUENTE PICUN LEUFU";"NEUQUEN";80
"1278";2942;"QUILI MALAL";"NEUQUEN";80
"1279";2942;"SANTO TOMAS (PROV. NEUQUEN)";"NEUQUEN";80
"1280";2942;"VILLA PEHUENIA";"NEUQUEN";80
"1281";2942;"VILLA UNION (PROV. NEUQUEN)";"NEUQUEN";80
"1282";2942;"ZAPALA";"NEUQUEN";80
"1283";2945;"ALDEA EPULEF";"CHUBUT";80
"1284";2945;"ALDEA ESCOLAR";"CHUBUT";80
"1285";2945;"ALTO RIO SENGUER";"CHUBUT";81
"1286";2945;"ARROYO RIO CHICO";"CHUBUT";81
"1287";2945;"BUEN PASTO";"CHUBUT";81
"1288";2945;"CARRENLEUFU";"CHUBUT";81
