"";"DDN";"Localidad";"Provincia";"pagina"
"1289";2945;"CERRO CENTINELA";"CHUBUT";81
"1290";2945;"CHOLILA";"CHUBUT";81
"1291";2945;"COLAN CONHUE (PROV.  CHUBUT)";"CHUBUT";81
"1292";2945;"CORCOVADO";"CHUBUT";81
"1293";2945;"COSTA DEL CHUBUT";"CHUBUT";81
"1294";2945;"CUSHAMEN";"CHUBUT";81
"1295";2945;"EL MAITEN";"CHUBUT";82
"1296";2945;"EPUYEN";"CHUBUT";82
"1297";2945;"ESQUEL";"CHUBUT";82
"1298";2945;"FOFO CAHUEL";"CHUBUT";82
"1299";2945;"GOBERNADOR COSTA";"CHUBUT";82
"1300";2945;"GUALJAINA";"CHUBUT";82
"1301";2945;"JOSE DE SAN MARTIN";"CHUBUT";82
"1302";2945;"LAGO RIVADAVIA";"CHUBUT";82
"1303";2945;"LAGO ROSARIO";"CHUBUT";82
"1304";2945;"LAGO VINTTER";"CHUBUT";82
"1305";2945;"LAS PAMPAS";"CHUBUT";83
"1306";2945;"LOS CIPRESES";"CHUBUT";83
"1307";2945;"PASO DEL SAPO";"CHUBUT";83
"1308";2945;"PIEDRA PARADA";"CHUBUT";83
"1309";2945;"RANQUIHUAU";"CHUBUT";83
"1310";2945;"RIO PICO";"CHUBUT";83
"1311";2945;"TECKA";"CHUBUT";83
"1312";2945;"TREVELIN";"CHUBUT";83
"1313";2945;"VALLE EL CAJON";"CHUBUT";83
"1314";2945;"VILLA FUTALAUFQUEN";"CHUBUT";83
"1315";2945;"VILLA RURAL RIO BLANCO";"CHUBUT";84
"1316";2946;"CHIMPAY";"RIO NEGRO";84
"1317";2946;"CHOELE CHOEL";"RIO NEGRO";84
"1318";2946;"CORONEL BELISLE";"RIO NEGRO";84
"1319";2946;"DARWIN";"RIO NEGRO";84
"1320";2946;"FRAY LUIS BELTRAN (PROV.  RIO NEGRO)";"RIO NEGRO";84
"1321";2946;"LAMARQUE";"RIO NEGRO";84
"1322";2946;"POMONA";"RIO NEGRO";84
"1323";2948;"AGUADA CHACAYCO";"NEUQUEN";84
"1324";2948;"ANDACOLLO";"NEUQUEN";84
"1325";2948;"BARRANCAS (PROV.  NEUQUEN)";"NEUQUEN";85
"1326";2948;"BUTA CO";"NEUQUEN";85
"1327";2948;"BUTA RANQUIL";"NEUQUEN";85
"1328";2948;"BUTALON NORTE";"NEUQUEN";85
"1329";2948;"CAEPE MALAL";"NEUQUEN";85
"1330";2948;"CAJON DE CURILEUVU";"NEUQUEN";85
"1331";2948;"CANCHA DE HUINGANCO";"NEUQUEN";85
"1332";2948;"CAVIAHUE";"NEUQUEN";85
"1333";2948;"CERRO WAILE";"NEUQUEN";85
"1334";2948;"CHAPUA";"NEUQUEN";86
"1335";2948;"CHORRIACA";"NEUQUEN";86
"1336";2948;"CHOS MALAL";"NEUQUEN";86
"1337";2948;"COCHICO (PROV. NEUQUEN)";"NEUQUEN";85
"1338";2948;"COLIPILLI";"NEUQUEN";86
"1339";2948;"CURA MALLIN";"NEUQUEN";86
"1340";2948;"EL ALAMITO (PROV. NEUQUEN)";"NEUQUEN";86
"1341";2948;"EL CHOLAR";"NEUQUEN";86
"1342";2948;"EL HUECU";"NEUQUEN";86
"1343";2948;"HUINGANCO";"NEUQUEN";86
"1344";2948;"LA SALADA";"NEUQUEN";86
"1345";2948;"LAS OVEJAS";"NEUQUEN";87
"1346";2948;"LONCOPUE";"NEUQUEN";87
"1347";2948;"LOS MENUCOS (PROV.  NEUQUEN)";"NEUQUEN";87
"1348";2948;"NAUNAUCO";"NEUQUEN";87
"1349";2948;"PARAJE HUARACO";"NEUQUEN";87
"1350";2948;"PICHAIHUE";"NEUQUEN";87
"1351";2948;"QUINTUCO";"NEUQUEN";87
"1352";2948;"RANQUILON";"NEUQUEN";87
"1353";2948;"TAQUIMILAN ABAJO";"NEUQUEN";87
"1354";2948;"TRES CHORROS";"NEUQUEN";87
"1355";2948;"TRICAO MALAL";"NEUQUEN";88
"1356";2952;"CHACHARRAMENDI";"LA PAMPA";88
"1357";2952;"COLONIA SANTA MARIA (PROV.  LA PAMPA)";"LA PAMPA";88
"1358";2952;"CUCHILLO CO";"LA PAMPA";88
"1359";2952;"GENERAL ACHA";"LA PAMPA";88
"1360";2952;"PUELCHES";"LA PAMPA";88
"1361";2952;"QUEHUE";"LA PAMPA";88
"1362";2953;"ALPACHIRI (PROV. LA PAMPA)";"LA PAMPA";88
"1363";2953;"DOBLAS";"LA PAMPA";88
"1364";2953;"GENERAL CAMPOS (PROV.  LA PAMPA)";"LA PAMPA";88
"1365";2953;"MACACHIN";"LA PAMPA";89
"1366";2953;"MIGUEL RIGLOS";"LA PAMPA";89
"1367";2953;"ROLON";"LA PAMPA";89
"1368";2953;"TOMAS M. DE ANCHORENA";"LA PAMPA";89
"1369";2954;"ANGUIL";"LA PAMPA";89
"1370";2954;"ATALIVA ROCA";"LA PAMPA";89
"1371";2954;"CACHIRULO";"LA PAMPA";89
"1372";2954;"CATRILO";"LA PAMPA";89
"1373";2954;"LONQUIMAY";"LA PAMPA";89
"1374";2954;"PARQUE LURO";"LA PAMPA";89
"1375";2954;"SANTA ROSA (PROV.  LA PAMPA)";"LA PAMPA";90
"1376";2954;"TOAY";"LA PAMPA";90
"1377";2954;"URIBURU";"LA PAMPA";90
"1378";2962;"COMANDANTE LUIS PIEDRA BUENA";"SANTA CRUZ";90
"1379";2962;"EL CHALTEN";"SANTA CRUZ";90
"1380";2962;"GOBERNADOR GREGORES";"SANTA CRUZ";90
"1381";2962;"HOTEL LAS HORQUETAS (PROV. SANTA CRUZ, DTO. RIO CHICO)";"SANTA CRUZ";90
"1382";2962;"LA CABAÑA";"SANTA CRUZ";90
"1383";2962;"LAGO DEL DESIERTO";"SANTA CRUZ";90
"1384";2962;"PUERTO SANTA CRUZ";"SANTA CRUZ";90
"1385";2962;"SAN JULIAN";"SANTA CRUZ";91
"1386";2962;"TRES LAGOS";"SANTA CRUZ";91
"1387";2963;"BAJO CARACOLES";"SANTA CRUZ";91
"1388";2963;"FUNDACION PROCORDE NAMUNCURA";"SANTA CRUZ";91
"1389";2963;"HIPOLITO YRIGOYEN (PROV. SANTA CRUZ)";"SANTA CRUZ";91
"1390";2963;"LOS ANTIGUOS";"SANTA CRUZ";91
"1391";2963;"PASO ROBALLOS";"SANTA CRUZ";91
"1392";2963;"PERITO MORENO";"SANTA CRUZ";91
"1393";2964;"RIO GRANDE (PROV.  TIERRA DEL FUEGO)";"TIERRA DEL FUEGO";91
"1394";2966;"BELLA VISTA (PROV.  SANTA CRUZ)";"SANTA CRUZ";91
"1395";2966;"LE MARCHAND";"SANTA CRUZ";92
"1396";2966;"MONTE AYMOND";"SANTA CRUZ";92
"1397";2966;"RIO GALLEGOS";"SANTA CRUZ";92
"1398";2966;"YACIMIENTO PETROLIFERO DRESSER RAND ARG.";"SANTA CRUZ";92
"1399";2972;"JUNIN DE LOS ANDES";"NEUQUEN";93
"1400";2972;"LAGO HUECHULAFQUEN";"NEUQUEN";93
"1401";2972;"LAGO MELIQUINA";"NEUQUEN";93
"1402";2972;"NAHUEL MAPI";"NEUQUEN";93
"1403";2972;"PARAJE CHACHIN (PROV. NEUQUEN, DTO. LACAR)";"NEUQUEN";94
"1404";2972;"PASO YUCON";"NEUQUEN";94
"1405";2972;"PILOLIL";"NEUQUEN";94
"1406";2972;"SAN MARTIN DE LOS ANDES";"NEUQUEN";94
"1407";2982;"CLAROMECO";"BUENOS AIRES";95
"1408";2982;"ORENSE";"BUENOS AIRES";96
"1409";2982;"SAN FRANCISCO DE BELLOCQ";"BUENOS AIRES";96
"1410";2983;"ADOLFO GONZALEZ CHAVES";"BUENOS AIRES";96
"1411";2983;"APARICIO";"BUENOS AIRES";96
"1412";2983;"COPETONAS";"BUENOS AIRES";96
"1413";2983;"DE LA GARMA";"BUENOS AIRES";96
"1414";2983;"INDIO RICO";"BUENOS AIRES";96
"1415";2983;"JUAN E.BARRA";"BUENOS AIRES";96
"1416";2983;"MICAELA CASCALLARES";"BUENOS AIRES";96
"1417";2983;"ORIENTE";"BUENOS AIRES";96
"1418";2983;"RETA";"BUENOS AIRES";97
"1419";2983;"SAN CAYETANO";"BUENOS AIRES";97
"1420";2983;"TRES ARROYOS";"BUENOS AIRES";97
"1421";2983;"VAZQUEZ";"BUENOS AIRES";97
"1422";3327;"BENAVIDEZ";"BUENOS AIRES";99
"1423";3327;"LOPEZ CAMELO";"BUENOS AIRES";99
"1424";3329;"ALSINA";"BUENOS AIRES";99
"1425";3329;"BARADERO";"BUENOS AIRES";99
"1426";3329;"GOBERNADOR CASTRO";"BUENOS AIRES";100
"1427";3329;"IRENEO PORTELA";"BUENOS AIRES";100
"1428";3329;"LA VIOLETA";"BUENOS AIRES";100
"1429";3329;"PEREZ MILLAN";"BUENOS AIRES";100
"1430";3329;"RIO TALA";"BUENOS AIRES";100
"1431";3329;"SAN PEDRO (PROV. BUENOS AIRES)";"BUENOS AIRES";100
"1432";3329;"SANTA LUCIA (PROV.  BUENOS AIRES)";"BUENOS AIRES";100
"1433";3382;"AARON CASTELLANOS";"SANTA FE";101
"1434";3382;"AMENABAR";"SANTA FE";101
"1435";3382;"CAÑADA SECA (PROV.  BUENOS AIRES)";"BUENOS AIRES";101
"1436";3382;"DIEGO DE ALVEAR";"SANTA FE";101
"1437";3382;"LA CESIRA (PROV.  CORDOBA)";"CORDOBA";101
"1438";3382;"RUFINO";"SANTA FE";101
"1439";3382;"SAN GREGORIO";"SANTA FE";101
"1440";3382;"SANTA REGINA";"SANTA FE";101
"1441";3382;"VILLA SABOYA";"SANTA FE";101
"1442";3385;"GENERAL LEVALLE";"CORDOBA";102
"1443";3385;"GUARDIA VIEJA";"CORDOBA";102
"1444";3385;"JOVITA";"CORDOBA";102
"1445";3385;"LABOULAYE";"CORDOBA";102
"1446";3385;"MELO";"CORDOBA";102
"1447";3385;"RIOBAMBA";"CORDOBA";102
"1448";3385;"ROSALES";"CORDOBA";102
"1449";3385;"SAN JOAQUIN";"CORDOBA";102
"1450";3385;"SERRANO";"CORDOBA";102
"1451";3385;"VILLA ROSSI";"CORDOBA";102
"1452";3387;"BOUCHARD";"CORDOBA";103
"1453";3387;"ITALO";"CORDOBA";103
"1454";3387;"ONAGOITY";"CORDOBA";103
"1455";3388;"AMEGHINO";"BUENOS AIRES";103
"1456";3388;"BANDERALO";"BUENOS AIRES";103
"1457";3388;"BLAQUIER";"BUENOS AIRES";103
"1458";3388;"CORONEL CHARLONE";"BUENOS AIRES";103
"1459";3388;"DRABLE";"BUENOS AIRES";103
"1460";3388;"EL DIA";"BUENOS AIRES";103
"1461";3388;"ELORDI";"BUENOS AIRES";103
"1462";3388;"EMILIO  BUNGE";"BUENOS AIRES";104
"1463";3388;"GENERAL VILLEGAS";"BUENOS AIRES";104
"1464";3388;"PIEDRITAS (PROV. BUENOS AIRES)";"BUENOS AIRES";104
"1465";3388;"SANTA ELEODORA";"BUENOS AIRES";104
"1466";3388;"TRES ALGARROBOS";"BUENOS AIRES";104
"1467";3388;"VILLA SAUZE";"BUENOS AIRES";104
"1468";3400;"EMPALME VILLA CONSTITUCION";"SANTA FE";104
"1469";3400;"PAVON";"SANTA FE";104
"1470";3400;"RUEDA";"SANTA FE";104
"1471";3400;"THEOBALD";"SANTA FE";104
"1472";3400;"VILLA CONSTITUCION";"SANTA FE";105
"1473";3401;"CAMPO CASTRO";"SANTA FE";105
"1474";3401;"CAÑADA ROSQUIN";"SANTA FE";105
"1475";3401;"CARLOS PELLEGRINI";"SANTA FE";105
"1476";3401;"CASAS";"SANTA FE";105
"1477";3401;"CENTENO";"SANTA FE";105
"1478";3401;"EL TREBOL";"SANTA FE";105
"1479";3401;"LAS BANDURRIAS";"SANTA FE";105
"1480";3401;"LOS CARDOS";"SANTA FE";105
"1481";3401;"MARIA SUSANA";"SANTA FE";105
"1482";3401;"PIAMONTE";"SANTA FE";106
"1483";3401;"SAN GENARO";"SANTA FE";106
"1484";3401;"SAN GENARO NORTE";"SANTA FE";106
"1485";3402;"ALBARELLOS";"SANTA FE";106
"1486";3402;"ALVAREZ";"SANTA FE";106
"1487";3402;"ARROYO SECO";"SANTA FE";106
"1488";3402;"CORONEL BOGADO";"SANTA FE";106
"1489";3402;"CORONEL DOMINGUEZ";"SANTA FE";106
"1490";3402;"FIGHIERA";"SANTA FE";106
"1491";3402;"GENERAL LAGOS";"SANTA FE";106
"1492";3402;"PUEBLO ESTHER";"SANTA FE";107
"1493";3402;"VILLA AMELIA";"SANTA FE";107
"1494";3404;"CAMPO PIAGGIO";"SANTA FE";107
"1495";3404;"COLONIA BELGRANO";"SANTA FE";107
"1496";3404;"GALVEZ";"SANTA FE";107
"1497";3404;"GESSLER";"SANTA FE";107
"1498";3404;"LARRECHEA";"SANTA FE";107
"1499";3404;"LOMA ALTA";"SANTA FE";107
"1500";3404;"LOPEZ";"SANTA FE";107
"1501";3404;"PILAR (PROV.  SANTA FE)";"SANTA FE";107
"1502";3404;"SA PEREYRA";"SANTA FE";108
"1503";3404;"SAN CARLOS CENTRO";"SANTA FE";108
"1504";3404;"SAN CARLOS NORTE";"SANTA FE";108
"1505";3404;"SAN EUGENIO";"SANTA FE";108
"1506";3404;"SAN JERONIMO DEL SAUCE";"SANTA FE";108
"1507";3404;"SAN JERONIMO NORTE";"SANTA FE";108
"1508";3404;"SAN MARIANO";"SANTA FE";108
"1509";3404;"SANTA CLARA DE BUENA VISTA";"SANTA FE";108
"1510";3404;"SANTA MARIA CENTRO";"SANTA FE";108
"1511";3404;"SANTA MARIA NORTE";"SANTA FE";108
"1512";3405;"ALEJANDRA";"SANTA FE";109
"1513";3405;"CACIQUE ARIACAIQUIN";"SANTA FE";109
"1514";3405;"CAYASTA";"SANTA FE";109
"1515";3405;"HELVECIA";"SANTA FE";109
"1516";3405;"LA BRAVA (PROV. SANTA FE)";"SANTA FE";109
"1517";3405;"SALADERO M CABAL";"SANTA FE";109
"1518";3405;"SAN JAVIER (PROV.  SANTA FE)";"SANTA FE";109
"1519";3406;"CASTELAR";"SANTA FE";109
"1520";3406;"CRISPI";"SANTA FE";109
"1521";3406;"GARIBALDI";"SANTA FE";109
"1522";3406;"LANDETA";"SANTA FE";110
"1523";3406;"LAS PETACAS";"SANTA FE";110
"1524";3406;"MARIA JUANA";"SANTA FE";110
"1525";3406;"SAN JORGE (PROV.  SANTA FE)";"SANTA FE";110
"1526";3406;"SAN MARTIN DE LAS ESCOBAS";"SANTA FE";110
"1527";3406;"SASTRE";"SANTA FE";110
"1528";3406;"TRAILL";"SANTA FE";110
"1529";3407;"EL PARAISO";"BUENOS AIRES";110
"1530";3407;"RAMALLO";"BUENOS AIRES";110
"1531";3407;"VILLA RAMALLO";"BUENOS AIRES";110
"1532";3408;"AGUARA GRANDE";"SANTA FE";111
"1533";3408;"COLONIA PORTUGALETE";"SANTA FE";111
"1534";3408;"LA CABRAL";"SANTA FE";111
"1535";3408;"LA LUCILA";"SANTA FE";111
"1536";3408;"LAS AVISPAS";"SANTA FE";111
"1537";3408;"ÑANDUCITA";"SANTA FE";111
"1538";3408;"SAN CRISTOBAL";"SANTA FE";111
"1539";3409;"COLONIA BOSSI";"SANTA FE";111
"1540";3409;"COLONIA CLARA";"SANTA FE";111
"1541";3409;"CONSTANZA";"SANTA FE";111
"1542";3409;"LAS PALMERAS";"SANTA FE";112
"1543";3409;"MOISES VILLE";"SANTA FE";112
"1544";3409;"MONIGOTES";"SANTA FE";112
"1545";3409;"PALACIOS";"SANTA FE";112
"1546";3435;"20 DE SETIEMBRE";"ENTRE RIOS";120
"1547";3435;"CRUCESITAS TERCERA";"ENTRE RIOS";120
"1548";3435;"DON CRISTOBAL 2DO";"ENTRE RIOS";120
"1549";3435;"DON CRISTOBAL PRIMERO";"ENTRE RIOS";120
"1550";3435;"EST. GOBERNADOR FEBRE";"ENTRE RIOS";120
"1551";3435;"HERNANDEZ";"ENTRE RIOS";120
"1552";3435;"LUCAS GONZALEZ";"ENTRE RIOS";120
"1553";3435;"NOGOYA";"ENTRE RIOS";120
"1554";3436;"ARANGUREN";"ENTRE RIOS";121
"1555";3436;"LAS CUEVAS (PROV.  ENTRE RIOS)";"ENTRE RIOS";121
"1556";3436;"MOLINO DOLL";"ENTRE RIOS";121
"1557";3436;"PAJONAL";"ENTRE RIOS";121
"1558";3436;"PUEBLITO";"ENTRE RIOS";121
"1559";3436;"RINCON (PROV.  ENTRE RIOS)";"ENTRE RIOS";121
"1560";3436;"VICTORIA";"ENTRE RIOS";121
"1561";3437;"CENTENARIO (PROV.  ENTRE RIOS)";"ENTRE RIOS";121
"1562";3437;"EL CARMEN (PROV.  ENTRE RIOS)";"ENTRE RIOS";121
"1563";3437;"EL QUEBRACHO";"ENTRE RIOS";121
"1564";3437;"LA PAZ (PROV.  ENTRE RIOS)";"ENTRE RIOS";122
"1565";3437;"PASO MEDINA";"ENTRE RIOS";122
"1566";3437;"PASO POTRILLO";"ENTRE RIOS";122
"1567";3437;"PUERTO ALGARROBO";"ENTRE RIOS";122
"1568";3437;"SAN GUSTAVO";"ENTRE RIOS";122
"1569";3437;"SANTA ELENA";"ENTRE RIOS";122
"1570";3438;"ALCARAZ";"ENTRE RIOS";122
"1571";3438;"ALCARAZ SEGUNDO";"ENTRE RIOS";122
"1572";3438;"BOVRIL";"ENTRE RIOS";122
"1573";3438;"COLONIA AVIGDOR";"ENTRE RIOS";122
"1574";3438;"PIEDRAS BLANCAS";"ENTRE RIOS";123
"1575";3438;"PUEBLO BELLOCQ";"ENTRE RIOS";123
"1576";3438;"SAUCE DE LUNA";"ENTRE RIOS";123
"1577";3442;"CASEROS";"ENTRE RIOS";123
"1578";3442;"COLONIA ELIA";"ENTRE RIOS";123
"1579";3442;"CONCEPCION DEL URUGUAY";"ENTRE RIOS";123
"1580";3442;"HERRERA (PROV. ENTRE RIOS)";"ENTRE RIOS";123
"1581";3442;"PRONUNCIAMIENTO";"ENTRE RIOS";123
"1582";3442;"SAN CIPRIANO";"ENTRE RIOS";123
"1583";3442;"SAN JUSTO (PROV.  ENTRE RIOS)";"ENTRE RIOS";123
"1584";3444;"CUCHILLA";"ENTRE RIOS";124
"1585";3444;"ENRIQUE CARBO";"ENTRE RIOS";124
"1586";3444;"GENERAL GALARZA";"ENTRE RIOS";124
"1587";3444;"GUALEGUAY";"ENTRE RIOS";124
"1588";3444;"LAZO";"ENTRE RIOS";124
"1589";3444;"MARIA ELINA";"ENTRE RIOS";124
"1590";3444;"MEDANOS (PROV.  ENTRE RIOS)";"ENTRE RIOS";124
"1591";3444;"PUERTO RUIZ";"ENTRE RIOS";124
"1592";3444;"TRES BOCAS";"ENTRE RIOS";124
"1593";3445;"ALTAMIRANO (PROV.  ENTRE RIOS)";"ENTRE RIOS";124
"1594";3445;"BASAVILBASO";"ENTRE RIOS";125
"1595";3445;"ESTACION ECHAGUE";"ENTRE RIOS";125
"1596";3445;"GUARDAMONTE";"ENTRE RIOS";125
"1597";3445;"LIBAROS";"ENTRE RIOS";125
"1598";3445;"MACIA";"ENTRE RIOS";125
"1599";3445;"MANSILLA";"ENTRE RIOS";125
"1600";3445;"ROCAMORA";"ENTRE RIOS";125
"1601";3445;"ROSARIO DEL TALA";"ENTRE RIOS";125
"1602";3445;"SANTA ANITA";"ENTRE RIOS";125
"1603";3445;"SOLA";"ENTRE RIOS";125
"1604";3445;"VILLA MANTERO";"ENTRE RIOS";126
"1605";3445;"VILLA SAN MARCIAL";"ENTRE RIOS";126
"1606";3446;"ALDEA SAN ANTONIO";"ENTRE RIOS";126
"1607";3446;"ALMADA";"ENTRE RIOS";126
"1608";3446;"BENJAMIN LAMBERT";"ENTRE RIOS";126
"1609";3446;"CEIBAS";"ENTRE RIOS";126
"1610";3446;"GILBERT";"ENTRE RIOS";126
"1611";3446;"GUALEGUAYCHU";"ENTRE RIOS";126
"1612";3446;"IRAZUSTA";"ENTRE RIOS";126
"1613";3446;"LARROQUE";"ENTRE RIOS";126
"1614";3446;"PALAVECINO";"ENTRE RIOS";127
"1615";3446;"PARERA (PROV.  ENTRE RIOS)";"ENTRE RIOS";127
"1616";3446;"PASTOR BRITOS";"ENTRE RIOS";127
"1617";3446;"PEHUAJO SUR";"ENTRE RIOS";127
"1618";3446;"PERDICES";"ENTRE RIOS";127
"1619";3446;"PUEBLO BELGRANO";"ENTRE RIOS";127
"1620";3446;"PUEBLO IBICUY";"ENTRE RIOS";127
"1621";3446;"URDINARRAIN";"ENTRE RIOS";127
"1622";3446;"VILLA PARANACITO";"ENTRE RIOS";127
"1623";3446;"VIVERO";"ENTRE RIOS";127
"1624";3447;"1 DE MAYO";"ENTRE RIOS";128
"1625";3447;"ARROYO BARU";"ENTRE RIOS";128
"1626";3447;"COLON (PROV.  ENTRE RIOS)";"ENTRE RIOS";128
"1627";3447;"EL BRILLANTE";"ENTRE RIOS";128
"1628";3447;"LA CLARITA";"ENTRE RIOS";128
"1629";3447;"LIEBIG";"ENTRE RIOS";128
"1630";3447;"SAN JOSE (PROV.  ENTRE RIOS)";"ENTRE RIOS";128
"1631";3447;"VILLA ELISA (PROV.  ENTRE RIOS)";"ENTRE RIOS";128
"1632";3454;"CONSCRIPTO BERNARDI";"ENTRE RIOS";130
"1633";3454;"EL CIMARRON";"ENTRE RIOS";130
"1634";3454;"FEDERAL";"ENTRE RIOS";130
"1635";3454;"NUEVA VIZCAYA";"ENTRE RIOS";130
"1636";3454;"SANTA MARIA (PROV.  ENTRE RIOS)";"ENTRE RIOS";130
"1637";3455;"CLARA";"ENTRE RIOS";131
"1638";3455;"DOMINGUEZ";"ENTRE RIOS";131
"1639";3455;"DURAZNO";"ENTRE RIOS";131
"1640";3455;"INGENIERO MIGUEL SAJAROFF";"ENTRE RIOS";131
"1641";3455;"JUBILEO";"ENTRE RIOS";131
"1642";3455;"LAS MOSCAS";"ENTRE RIOS";131
"1643";3455;"MOJONES SUR";"ENTRE RIOS";131
"1644";3455;"PIÑEYRO";"ENTRE RIOS";131
"1645";3455;"RAICES";"ENTRE RIOS";131
"1646";3455;"VILLAGUAY";"ENTRE RIOS";131
"1647";3456;"CHAJARI";"ENTRE RIOS";132
"1648";3456;"COLONIA LA ARGENTINA";"ENTRE RIOS";132
"1649";3456;"FEDERACION";"ENTRE RIOS";132
"1650";3456;"SANTA ANA (PROV.  ENTRE RIOS)";"ENTRE RIOS";132
"1651";3456;"VILLA DEL ROSARIO (PROV.  ENTRE RIOS)";"ENTRE RIOS";132
"1652";3458;"LOS CONQUISTADORES";"ENTRE RIOS";132
"1653";3458;"SAN JAIME DE LA FRONTERA";"ENTRE RIOS";132
"1654";3458;"SAN JOSE DE FELICIANO";"ENTRE RIOS";132
"1655";3458;"SAN VICTOR";"ENTRE RIOS";132
"1656";3460;"CAÑADA RICA";"SANTA FE";132
"1657";3460;"GODOY";"SANTA FE";133
"1658";3460;"JUAN BERNABE MOLINA";"SANTA FE";133
"1659";3460;"LA VANGUARDIA";"SANTA FE";133
"1660";3460;"MAXIMO PAZ";"SANTA FE";133
"1661";3460;"PEYRANO";"SANTA FE";133
"1662";3460;"SANTA TERESA (PROV.  SANTA FE)";"SANTA FE";133
"1663";3460;"SARGENTO CABRAL";"SANTA FE";133
"1664";3462;"CARMEN";"SANTA FE";133
"1665";3462;"CHAPUY";"SANTA FE";133
"1666";3462;"CHRISTOPHERSEN";"SANTA FE";133
"1667";3462;"ELORTONDO";"SANTA FE";134
"1668";3462;"LA CHISPA";"SANTA FE";134
"1669";3462;"MAGGIOLO";"SANTA FE";134
"1670";3462;"MARIA TERESA";"SANTA FE";134
"1671";3462;"MURPHY";"SANTA FE";134
"1672";3462;"SAN EDUARDO";"SANTA FE";134
"1673";3462;"SAN FRANCISCO DE SANTE FE";"SANTA FE";134
"1674";3462;"SANCTI SPIRITU";"SANTA FE";134
"1675";3462;"SANTA ISABEL (PROV.  SANTA FE)";"SANTA FE";134
"1676";3462;"TEODELINA";"SANTA FE";134
"1677";3462;"VENADO TUERTO";"SANTA FE";135
"1678";3462;"VILLA CAÑAS";"SANTA FE";135
"1679";3463;"BENJAMIN GOULD";"CORDOBA";135
"1680";3463;"CANALS";"CORDOBA";135
"1681";3463;"COLONIA BREMEN";"CORDOBA";135
"1682";3463;"COLONIA SANTA MARIA (PROV.  CORDOBA)";"CORDOBA";135
"1683";3463;"GENERAL VIAMONTE";"CORDOBA";135
"1684";3463;"PUEBLO ITALIANO";"CORDOBA";135
"1685";3464;"AREQUITO";"SANTA FE";135
"1686";3464;"BIGAND";"SANTA FE";135
"1687";3464;"CASILDA";"SANTA FE";136
"1688";3464;"CHABAS";"SANTA FE";136
"1689";3464;"FUENTES";"SANTA FE";136
"1690";3464;"LOS MOLINOS (PROV.  SANTA FE)";"SANTA FE";136
"1691";3464;"PUJATO";"SANTA FE";136
"1692";3464;"SANFORD";"SANTA FE";136
"1693";3464;"VILLA MUGUETA";"SANTA FE";136
"1694";3465;"ALCORTA";"SANTA FE";136
"1695";3465;"BERABEVU";"SANTA FE";136
"1696";3465;"BOMBAL";"SANTA FE";136
"1697";3465;"CAÑADA DEL UCLE";"SANTA FE";137
"1698";3465;"CARRERAS";"SANTA FE";137
"1699";3465;"CHOVET";"SANTA FE";137
"1700";3465;"FIRMAT";"SANTA FE";137
"1701";3465;"GODEKEN";"SANTA FE";137
"1702";3465;"LABORDEBOY";"SANTA FE";137
"1703";3465;"LOS QUIRQUINCHOS";"SANTA FE";137
"1704";3465;"MELINCUE";"SANTA FE";137
"1705";3465;"VILLA DIVISA DE MAYO";"SANTA FE";137
"1706";3465;"VILLADA";"SANTA FE";137
"1707";3466;"AROCENA";"SANTA FE";138
"1708";3466;"BARRANCAS (PROV.  SANTA FE)";"SANTA FE";138
"1709";3466;"CASALEGNO";"SANTA FE";138
"1710";3466;"DIAZ";"SANTA FE";138
"1711";3466;"ESTACION BERNARDO IRIGOYEN";"SANTA FE";138
"1712";3466;"MONJE";"SANTA FE";138
"1713";3466;"SAN FABIAN";"SANTA FE";138
"1714";3467;"ARTEAGA";"CORDOBA";138
"1715";3467;"COLONIA VEINTICINCO";"CORDOBA";138
"1716";3467;"CRUZ ALTA";"CORDOBA";138
"1717";3467;"INRIVILLE";"CORDOBA";139
"1718";3467;"LOS NOGALES (PROV.  SANTA FE)";"SANTA FE";139
"1719";3467;"LOS SURGENTES";"CORDOBA";139
"1720";3467;"MONTE BUEY";"CORDOBA";139
"1721";3467;"SALADILLO (PROV.  CORDOBA)";"CORDOBA";139
"1722";3467;"SAN JOSE DE LA ESQUINA";"CORDOBA";139
"1723";3468;"ALEJO LEDESMA";"CORDOBA";139
"1724";3468;"ARIAS";"CORDOBA";139
"1725";3468;"CAFFERATA";"CORDOBA";139
"1726";3468;"CAMILO ALDAO";"CORDOBA";139
"1727";3468;"CAVANAGH";"CORDOBA";140
"1728";3468;"CHAÑAR LADEADO";"CORDOBA";140
"1729";3468;"COLONIA BARGE";"CORDOBA";140
"1730";3468;"COLONIA BISMARCK";"CORDOBA";140
"1731";3468;"CORRAL DE BUSTOS";"CORDOBA";140
"1732";3468;"GENERAL B. OHIGGINS";"CORDOBA";140
"1733";3468;"GENERAL BALDISSERA";"CORDOBA";140
"1734";3468;"GUATIMOZIN";"CORDOBA";140
"1735";3468;"ISLA VERDE";"CORDOBA";140
"1736";3468;"MONTE MAIZ";"CORDOBA";140
"1737";3468;"WENCESLAO ESCALANTE";"CORDOBA";141
"1738";3469;"ACEBAL";"SANTA FE";141
"1739";3469;"ARMINDA";"SANTA FE";141
"1740";3469;"PAVON ARRIBA";"SANTA FE";141
"1741";3469;"PUEBLO MUÑOZ";"SANTA FE";141
"1742";3469;"URANGA";"SANTA FE";141
